"","Program","Year","Period","Week.Ending","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Zip.Code","Region","watershed_code","Watershed","Commodity","Data.Item","Domain","Domain.Category","Value","CV...."
"378","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"LEWIS",61,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","26",40
"379","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"LEWIS",61,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","15",53
"380","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"LEWIS",61,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","115",22
"381","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"LEWIS",61,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","50",41.3
"382","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"LEWIS",61,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","32",56.7
"383","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"LEWIS",61,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","197",20
"384","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","48",60
"385","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","117",41.1
"386","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","94",27.1
"387","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","7",52.8
"388","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","14",56.5
"389","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","7",63.8
"390","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","60",27.1
"391","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","3",58.1
"392","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","30",35.9
"393","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","4",89.7
"394","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","33",40
"395","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","29",53
"396","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","286",22
"397","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","103",41.3
"398","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","57",56.7
"399","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","446",20
"400","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","5",41.1
"401","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","31",27.1
"402","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","6",56.5
"403","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","2",63.8
"404","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","1",35.9
"405","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","2",89.7
"406","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","1",53
"407","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","34",22
"408","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","11",41.3
"409","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","3",56.7
"410","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"NORTH",10,"SHOSHONE",79,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","48",20
"411","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","21",60
"412","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","43",41.1
"413","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","47",27.1
"414","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","12",52.8
"415","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","6",56.5
"416","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","1",63.8
"417","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","23",27.1
"418","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","1",58.1
"419","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","7",35.9
"420","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","3",89.7
"421","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","18",40
"422","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","8",53
"423","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","153",22
"424","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","26",41.3
"425","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","11",56.7
"426","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"BLAINE",13,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","190",20
"427","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","21",60
"428","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","5",41.1
"429","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","23",27.1
"430","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","15",52.8
"431","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","4",56.5
"432","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","6",63.8
"433","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","20",27.1
"434","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","3",58.1
"435","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","17",35.9
"436","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","7",89.7
"437","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","18",40
"438","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","12",53
"439","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","108",22
"440","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","26",41.3
"441","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","17",56.7
"442","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CAMAS",25,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","151",20
"443","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","69",60
"444","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","134",41.1
"445","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","125",27.1
"446","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","22",52.8
"447","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","11",56.5
"448","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","13",63.8
"449","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","79",27.1
"450","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","15",58.1
"451","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","56",35.9
"452","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","13",89.7
"453","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","30",40
"454","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","18",53
"455","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","374",22
"456","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","157",41.3
"457","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","54",56.7
"458","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"CASSIA",31,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","585",20
"459","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","16",60
"460","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","128",41.1
"461","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","187",27.1
"462","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","19",52.8
"463","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","20",56.5
"464","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","28",63.8
"465","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","25",27.1
"466","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","15",58.1
"467","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","43",35.9
"468","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","14",89.7
"469","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","28",40
"470","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","15",53
"471","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","376",22
"472","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","113",41.3
"473","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","49",56.7
"474","CENSUS",2017,"YEAR",NA,"COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"GOODING",47,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","538",20
